CATL1;10;le;1;1;28;0;8;0;;1
CATL1;10;le;2;1;39;0;24;0;;1
CATL1;30;le;1;1;28;0;10;0;;1
CATL1;30;le;2;1;24;0;11;0;;1
CATL1;50;le;1;1;26;0;9;0;;1
CATL1;50;le;2;1;32;0;5;0;;1
CATL1;70;le;1;1;35;0;5;0;;1
CATL1;70;le;2;1;25;0;7;0;;1
CATL1;90;le;1;1;19;0;0;0;;1
CATL1;90;le;2;1;32;0;1;0;;1
CATL1;120;le;1;1;34;0;0;0;;1
CATL1;120;le;2;1;23;0;0;0;;1
CATL1;CTRL;le;1;1;41;0;25;0;;1
CATL1;CTRL;le;2;1;33;1;25;0;;1
CATL2;10;le;1;1;25;0;21;0;;2
CATL2;10;le;2;1;24;0;19;0;;2
CATL2;30;le;1;1;19;0;11;0;;2
CATL2;30;le;2;1;18;0;7;0;;2
CATL2;50;le;1;1;32;0;7;0;;2
CATL2;50;le;2;1;29;0;10;0;;2
CATL2;70;le;1;1;24;0;5;0;;2
CATL2;70;le;2;1;33;0;7;0;;2
CATL2;90;le;1;1;25;0;0;0;;2
CATL2;90;le;2;1;16;0;0;0;;2
CATL2;120;le;1;1;33;0;1;0;;2
CATL2;120;le;2;1;41;0;0;0;;2
CATL2;CTRL;le;1;1;30;1;28;0;;2
CATL2;CTRL;le;2;1;22;0;17;0;;2
CATL3;10;le;1;1;31;0;31;0;;3
CATL3;10;le;2;1;23;0;20;0;;3
CATL3;30;le;1;1;53;0;34;0;;3
CATL3;30;le;2;1;19;0;12;0;;3
CATL3;50;le;1;1;30;0;15;0;;3
CATL3;50;le;2;1;35;0;19;0;;3
CATL3;70;le;1;1;30;0;16;0;;3
CATL3;70;le;2;1;38;0;18;0;;3
CATL3;90;le;1;1;27;0;1;0;;3
CATL3;90;le;2;1;21;0;0;0;;3
CATL3;120;le;1;1;33;0;0;0;;3
CATL3;120;le;2;1;29;0;2;0;;3
CATL3;CTRL;le;1;1;59;1;47;0;;3
CATL3;CTRL;le;2;1;37;1;31;0;;3
REL1;10;le;1;1;27;0;19;0;;1
REL1;10;le;2;1;34;0;25;0;;1
REL1;30;le;1;1;32;0;21;0;;1
REL1;30;le;2;1;45;0;31;0;;1
REL1;50;le;1;1;37;0;22;0;;1
REL1;50;le;2;1;35;0;28;0;;1
REL1;70;le;1;1;44;0;18;0;;1
REL1;70;le;2;1;31;0;19;0;;1
REL1;90;le;1;1;28;0;3;0;;1
REL1;90;le;2;1;32;0;10;0;;1
REL1;120;le;1;1;46;0;9;0;;1
REL1;120;le;2;1;33;0;0;0;;1
REL1;CTRL;le;1;1;29;0;25;0;;1
REL1;CTRL;le;2;1;25;0;20;0;;1
REL2;10;le;1;1;23;0;23;0;;2
REL2;10;le;2;1;35;0;34;0;;2
REL2;30;le;1;1;27;0;27;0;;2
REL2;30;le;2;1;22;0;15;0;;2
REL2;50;le;1;1;22;0;20;0;;2
REL2;50;le;2;1;42;0;26;0;;2
REL2;70;le;1;1;41;0;11;0;;2
REL2;70;le;2;1;26;0;6;0;;2
REL2;90;le;1;1;36;0;9;0;;2
REL2;90;le;2;1;21;0;9;0;;2
REL2;120;le;1;1;31;0;2;0;;2
REL2;120;le;2;1;21;0;0;0;;2
REL2;CTRL;le;1;1;11;0;9;0;;2
REL2;CTRL;le;2;1;27;0;22;0;;2
REL3;10;le;1;1;55;10;27;0;;3
REL3;10;le;2;1;20;0;20;0;;3
REL3;30;le;1;1;38;0;23;0;;3
REL3;30;le;2;1;32;2;2;0;;3
REL3;50;le;1;1;36;0;23;0;;3
REL3;50;le;2;1;41;0;31;0;;3
REL3;70;le;1;1;50;0;25;0;;3
REL3;70;le;2;1;31;0;20;0;;3
REL3;90;le;1;1;31;0;12;0;;3
REL3;90;le;2;1;77;0;33;0;;3
REL3;120;le;1;1;50;0;9;0;;3
REL3;120;le;2;1;37;0;8;0;;3
REL3;CTRL;le;1;1;37;0;27;0;;3
REL3;CTRL;le;2;1;43;0;32;0;;3
HYL1;10;le;1;1;23;0;22;0;;1
HYL1;10;le;2;1;30;0;27;0;;1
HYL1;30;le;1;1;43;0;22;0;;1
HYL1;30;le;2;1;22;0;20;0;;1
HYL1;50;le;1;1;24;0;14;0;;1
HYL1;50;le;2;1;29;0;19;0;;1
HYL1;70;le;1;1;32;1;32;0;;1
HYL1;70;le;2;1;25;0;12;0;;1
HYL1;90;le;1;1;26;0;0;0;;1
HYL1;90;le;2;1;23;0;2;0;;1
HYL1;120;le;1;1;28;0;7;0;;1
HYL1;120;le;2;1;30;0;6;0;;1
HYL1;CTRL;le;1;1;37;0;33;0;;1
HYL1;CTRL;le;2;1;34;1;29;0;;1
HYL2;10;le;1;1;24;0;25;0;;2
HYL2;10;le;2;1;21;2;12;0;;2
HYL2;30;le;1;1;22;0;20;0;;2
HYL2;30;le;2;1;29;2;15;0;;2
HYL2;50;le;1;1;23;0;22;0;;2
HYL2;50;le;2;1;22;0;15;0;;2
HYL2;70;le;1;1;24;0;6;0;;2
HYL2;70;le;2;1;23;0;25;0;;2
HYL2;90;le;1;1;26;0;21;0;;2
HYL2;90;le;2;1;14;0;6;0;;2
HYL2;120;le;1;1;19;0;0;0;;2
HYL2;120;le;2;1;33;0;0;0;;2
HYL2;CTRL;le;1;1;24;0;20;0;;2
HYL2;CTRL;le;2;1;13;0;12;0;;2
HYL3;10;le;1;1;38;0;38;0;;3
HYL3;10;le;2;1;28;0;27;0;;3
HYL3;30;le;1;1;50;0;17;0;;3
HYL3;30;le;2;1;32;0;28;0;;3
HYL3;50;le;1;1;33;0;22;0;;3
HYL3;50;le;2;1;31;0;21;0;;3
HYL3;70;le;1;1;28;0;18;0;;3
HYL3;70;le;2;1;47;0;17;0;;3
HYL3;90;le;1;1;35;0;22;0;;3
HYL3;90;le;2;1;42;0;18;0;;3
HYL3;120;le;1;1;45;0;17;0;;3
HYL3;120;le;2;1;68;0;27;0;;3
HYL3;CTRL;le;1;1;38;0;31;0;;3
HYL3;CTRL;le;2;1;31;0;25;0;;3
TAL1;5;le;1;1;34;0;34;0;;1
TAL1;5;le;2;1;30;0;22;0;;1
TAL1;10;le;1;1;31;0;25;0;;1
TAL1;10;le;2;1;46;0;45;0;;1
TAL1;20;le;1;1;54;0;24;0;;1
TAL1;20;le;2;1;47;0;31;0;;1
TAL1;30;le;1;1;43;0;37;0;;1
TAL1;30;le;2;1;50;0;27;0;;1
TAL1;40;le;1;1;29;0;18;0;;1
TAL1;40;le;2;1;27;0;17;0;;1
TAL1;50;le;1;1;33;0;20;0;;1
TAL1;50;le;2;1;22;0;11;0;;1
TAL1;CTRL;le;1;1;37;0;29;0;;1
TAL1;CTRL;le;2;1;28;0;24;0;;1
TAL2;5;le;1;1;22;9;17;0;;2
TAL2;5;le;2;1;33;8;21;0;;2
TAL2;10;le;1;1;45;11;24;0;;2
TAL2;10;le;2;1;35;9;26;0;;2
TAL2;20;le;1;1;22;4;16;0;;2
TAL2;20;le;2;1;48;11;20;0;;2
TAL2;30;le;1;1;35;3;13;0;;2
TAL2;30;le;2;1;29;5;15;0;;2
TAL2;40;le;1;1;37;1;17;0;;2
TAL2;40;le;2;1;40;2;17;0;;2
TAL2;50;le;1;1;23;3;11;0;;2
TAL2;50;le;2;1;17;1;28;0;;2
TAL2;CTRL;le;1;1;29;1;24;0;;2
TAL2;CTRL;le;2;1;13;0;13;0;;2
TAL3;5;le;1;1;22;3;21;0;;3
TAL3;5;le;2;1;17;2;16;0;;3
TAL3;10;le;1;1;15;5;14;0;;3
TAL3;10;le;2;1;23;3;23;0;;3
TAL3;20;le;1;1;19;2;8;0;;3
TAL3;20;le;2;1;15;4;19;0;;3
TAL3;30;le;1;1;24;4;11;0;;3
TAL3;30;le;2;1;20;3;15;0;;3
TAL3;40;le;1;1;26;4;10;0;;3
TAL3;40;le;2;1;19;2;16;0;;3
TAL3;50;le;1;1;29;1;20;0;;3
TAL3;50;le;2;1;47;0;14;0;;3
TAL3;CTRL;le;1;1;30;0;18;0;;3
TAL3;CTRL;le;2;1;33;8;18;0;;3
